ID;Campanha;Extrato_Campanha;Variavel_Campanha;Niveis_Campanha;Percentual_Campanha
1028;Cheia 2014;Area Urbana-2;Atividade Economica Principal;Pesca;6.9
1029;Seca 2014;Area Urbana-2;Atividade Economica Principal;Pesca;4.3
1030;Cheia 2015;Area Urbana-2;Atividade Economica Principal;Pesca;4.1
1031;Seca 2015;Area Urbana-2;Atividade Economica Principal;Pesca;9.3
1032;Cheia 2016;Area Urbana-2;Atividade Economica Principal;Pesca;4
1033;Seca 2016;Area Urbana-2;Atividade Economica Principal;Pesca;4.6
1034;Cheia 2017;Area Urbana-2;Atividade Economica Principal;Pesca;10.8
1035;Seca 2017;Area Urbana-2;Atividade Economica Principal;Pesca;7.7
1036;Cheia 2018;Area Urbana-2;Atividade Economica Principal;Pesca;4.6
1037;Seca 2018;Area Urbana-2;Atividade Economica Principal;Pesca;4.5
1038;Cheia 2019;Area Urbana-2;Atividade Economica Principal;Pesca;3
1039;Seca 2019;Area Urbana-2;Atividade Economica Principal;Pesca;5.1
1040;Seca 2020;Area Urbana-2;Atividade Economica Principal;Pesca;10.9
1041;Seca 2012;Area Urbana-2;Atividade Economica Principal;Comercio;24.4
1042;Cheia 2013;Area Urbana-2;Atividade Economica Principal;Comercio;12.3
1043;Seca 2013;Area Urbana-2;Atividade Economica Principal;Comercio;23.9
1044;Cheia 2014;Area Urbana-2;Atividade Economica Principal;Comercio;22.2
1045;Seca 2014;Area Urbana-2;Atividade Economica Principal;Comercio;12.9
1046;Cheia 2015;Area Urbana-2;Atividade Economica Principal;Comercio;9.5
1047;Seca 2015;Area Urbana-2;Atividade Economica Principal;Comercio;6.7
1048;Cheia 2016;Area Urbana-2;Atividade Economica Principal;Comercio;9.3
1049;Seca 2016;Area Urbana-2;Atividade Economica Principal;Comercio;0
1050;Cheia 2017;Area Urbana-2;Atividade Economica Principal;Comercio;4.6
1051;Seca 2017;Area Urbana-2;Atividade Economica Principal;Comercio;7.7
1052;Cheia 2018;Area Urbana-2;Atividade Economica Principal;Comercio;6.2
1053;Seca 2018;Area Urbana-2;Atividade Economica Principal;Comercio;7.5
1054;Cheia 2019;Area Urbana-2;Atividade Economica Principal;Comercio;3
1055;Seca 2019;Area Urbana-2;Atividade Economica Principal;Comercio;5.1
1056;Seca 2020;Area Urbana-2;Atividade Economica Principal;Comercio;3.6
1057;Seca 2012;Area Urbana-2;Atividade Economica Principal;Servicos;0
1058;Cheia 2013;Area Urbana-2;Atividade Economica Principal;Servicos;11
1059;Seca 2013;Area Urbana-2;Atividade Economica Principal;Servicos;4.5
1060;Cheia 2014;Area Urbana-2;Atividade Economica Principal;Servicos;11.1
1061;Seca 2014;Area Urbana-2;Atividade Economica Principal;Servicos;24.3
1062;Cheia 2015;Area Urbana-2;Atividade Economica Principal;Servicos;16.2
1063;Seca 2015;Area Urbana-2;Atividade Economica Principal;Servicos;13.3
1064;Cheia 2016;Area Urbana-2;Atividade Economica Principal;Servicos;17.3
1065;Seca 2016;Area Urbana-2;Atividade Economica Principal;Servicos;0
1066;Cheia 2017;Area Urbana-2;Atividade Economica Principal;Servicos;10.8
1067;Seca 2017;Area Urbana-2;Atividade Economica Principal;Servicos;4.6
1068;Cheia 2018;Area Urbana-2;Atividade Economica Principal;Servicos;4.6
1069;Seca 2018;Area Urbana-2;Atividade Economica Principal;Servicos;1.5
1070;Cheia 2019;Area Urbana-2;Atividade Economica Principal;Servicos;4.5
1071;Seca 2019;Area Urbana-2;Atividade Economica Principal;Servicos;10.3
1072;Seca 2020;Area Urbana-2;Atividade Economica Principal;Servicos;1.8
1073;Seca 2012;Area Urbana-2;Atividade Economica Principal;Outro;15.6
1074;Cheia 2013;Area Urbana-2;Atividade Economica Principal;Outro;15.1
1075;Seca 2013;Area Urbana-2;Atividade Economica Principal;Outro;13.4
1076;Cheia 2014;Area Urbana-2;Atividade Economica Principal;Outro;18.1
1077;Seca 2014;Area Urbana-2;Atividade Economica Principal;Outro;28.6
1078;Cheia 2015;Area Urbana-2;Atividade Economica Principal;Outro;31.1
1079;Seca 2015;Area Urbana-2;Atividade Economica Principal;Outro;25.3
1080;Cheia 2016;Area Urbana-2;Atividade Economica Principal;Outro;30.7
1081;Seca 2016;Area Urbana-2;Atividade Economica Principal;Outro;38.5
1082;Cheia 2017;Area Urbana-2;Atividade Economica Principal;Outro;52.3
1083;Seca 2017;Area Urbana-2;Atividade Economica Principal;Outro;49.2
1084;Cheia 2018;Area Urbana-2;Atividade Economica Principal;Outro;49.2
1085;Seca 2018;Area Urbana-2;Atividade Economica Principal;Outro;29.9
1086;Cheia 2019;Area Urbana-2;Atividade Economica Principal;Outro;34.3
1087;Seca 2019;Area Urbana-2;Atividade Economica Principal;Outro;53.8
1088;Seca 2020;Area Urbana-2;Atividade Economica Principal;Outro;32.7
1089;Seca 2012;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1090;Cheia 2013;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;7.8
1091;Seca 2013;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;19
1092;Cheia 2014;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;26.5
1093;Seca 2014;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;12.8
1094;Cheia 2015;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;2.4
1095;Seca 2015;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;7.9
1096;Cheia 2016;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;22.9
1097;Seca 2016;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;4.4
1098;Cheia 2017;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;19.4
1099;Seca 2017;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;5.7
1100;Cheia 2018;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;23.7
1101;Seca 2018;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;20.5
1102;Cheia 2019;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;20
1103;Seca 2019;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;19.6
1104;Seca 2020;Area Rural-1;Atividade Economica Complementar;Agricultura / Agropecuaria;16.2
1105;Seca 2012;Area Rural-1;Atividade Economica Complementar;Pesca;5
1106;Cheia 2013;Area Rural-1;Atividade Economica Complementar;Pesca;15.7
1107;Seca 2013;Area Rural-1;Atividade Economica Complementar;Pesca;7.1
1108;Cheia 2014;Area Rural-1;Atividade Economica Complementar;Pesca;14.3
1109;Seca 2014;Area Rural-1;Atividade Economica Complementar;Pesca;15.4
1110;Cheia 2015;Area Rural-1;Atividade Economica Complementar;Pesca;11.9
1111;Seca 2015;Area Rural-1;Atividade Economica Complementar;Pesca;10.5
1112;Cheia 2016;Area Rural-1;Atividade Economica Complementar;Pesca;8.6
1113;Seca 2016;Area Rural-1;Atividade Economica Complementar;Pesca;37.8
1114;Cheia 2017;Area Rural-1;Atividade Economica Complementar;Pesca;33.3
1115;Seca 2017;Area Rural-1;Atividade Economica Complementar;Pesca;40
1116;Cheia 2018;Area Rural-1;Atividade Economica Complementar;Pesca;21.1
1117;Seca 2018;Area Rural-1;Atividade Economica Complementar;Pesca;15.9
1118;Cheia 2019;Area Rural-1;Atividade Economica Complementar;Pesca;22.9
1119;Seca 2019;Area Rural-1;Atividade Economica Complementar;Pesca;19.6
1120;Seca 2020;Area Rural-1;Atividade Economica Complementar;Pesca;2.7
1121;Seca 2012;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;5
1122;Cheia 2013;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1123;Seca 2013;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1124;Cheia 2014;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;2
1125;Seca 2014;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1126;Cheia 2015;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;7.1
1127;Seca 2015;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;5.3
1128;Cheia 2016;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;8.6
1129;Seca 2016;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1130;Cheia 2017;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1131;Seca 2017;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1132;Cheia 2018;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;2.6
1133;Seca 2018;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1134;Cheia 2019;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1135;Seca 2019;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1136;Seca 2020;Area Rural-1;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1137;Seca 2012;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;0
1138;Cheia 2013;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;0
1139;Seca 2013;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;0
1140;Cheia 2014;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;0
1141;Seca 2014;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;2.6
1142;Cheia 2015;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;4.8
1143;Seca 2015;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;0
1144;Cheia 2016;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;2.9
1145;Seca 2016;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;2.2
1146;Cheia 2017;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;2.8
1147;Seca 2017;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;2.9
1148;Cheia 2018;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;2.6
1149;Seca 2018;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;2.3
1150;Cheia 2019;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;2.9
1151;Seca 2019;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;2.2
1152;Seca 2020;Area Rural-1;Atividade Economica Complementar;Piloto de Embarcacao;0
1153;Seca 2012;Area Rural-1;Atividade Economica Complementar;Outro;5
1154;Cheia 2013;Area Rural-1;Atividade Economica Complementar;Outro;7.8
1155;Seca 2013;Area Rural-1;Atividade Economica Complementar;Outro;2.4
1156;Cheia 2014;Area Rural-1;Atividade Economica Complementar;Outro;6.1
1157;Seca 2014;Area Rural-1;Atividade Economica Complementar;Outro;7.7
1158;Cheia 2015;Area Rural-1;Atividade Economica Complementar;Outro;9.5
1159;Seca 2015;Area Rural-1;Atividade Economica Complementar;Outro;7.9
1160;Cheia 2016;Area Rural-1;Atividade Economica Complementar;Outro;0
1161;Seca 2016;Area Rural-1;Atividade Economica Complementar;Outro;0
1162;Cheia 2017;Area Rural-1;Atividade Economica Complementar;Outro;0
1163;Seca 2017;Area Rural-1;Atividade Economica Complementar;Outro;2.9
1164;Cheia 2018;Area Rural-1;Atividade Economica Complementar;Outro;7.9
1165;Seca 2018;Area Rural-1;Atividade Economica Complementar;Outro;13.6
1166;Cheia 2019;Area Rural-1;Atividade Economica Complementar;Outro;11.4
1167;Seca 2019;Area Rural-1;Atividade Economica Complementar;Outro;10.9
1168;Seca 2020;Area Rural-1;Atividade Economica Complementar;Outro;2.7
1169;Seca 2012;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1170;Cheia 2013;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;3.6
1171;Seca 2013;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;13
1172;Cheia 2014;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;19.4
1173;Seca 2014;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;34
1174;Cheia 2015;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;23.3
1175;Seca 2015;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;11.4
1176;Cheia 2016;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;4.3
1177;Seca 2016;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1178;Cheia 2017;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;8.9
1179;Seca 2017;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;10.6
1180;Cheia 2018;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;9.3
1181;Seca 2018;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;9.8
1182;Cheia 2019;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;11.4
1183;Seca 2019;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;22.2
1184;Seca 2020;Area Rural-2;Atividade Economica Complementar;Agricultura / Agropecuaria;6.1
1185;Seca 2012;Area Rural-2;Atividade Economica Complementar;Pesca;0
1186;Cheia 2013;Area Rural-2;Atividade Economica Complementar;Pesca;10.7
1187;Seca 2013;Area Rural-2;Atividade Economica Complementar;Pesca;6.5
1188;Cheia 2014;Area Rural-2;Atividade Economica Complementar;Pesca;2.8
1189;Seca 2014;Area Rural-2;Atividade Economica Complementar;Pesca;8
1190;Cheia 2015;Area Rural-2;Atividade Economica Complementar;Pesca;16.3
1191;Seca 2015;Area Rural-2;Atividade Economica Complementar;Pesca;20.5
1192;Cheia 2016;Area Rural-2;Atividade Economica Complementar;Pesca;2.1
1193;Seca 2016;Area Rural-2;Atividade Economica Complementar;Pesca;3.2
1194;Cheia 2017;Area Rural-2;Atividade Economica Complementar;Pesca;24.4
1195;Seca 2017;Area Rural-2;Atividade Economica Complementar;Pesca;10.6
1196;Cheia 2018;Area Rural-2;Atividade Economica Complementar;Pesca;7
1197;Seca 2018;Area Rural-2;Atividade Economica Complementar;Pesca;2.4
1198;Cheia 2019;Area Rural-2;Atividade Economica Complementar;Pesca;5.7
1199;Seca 2019;Area Rural-2;Atividade Economica Complementar;Pesca;11.1
1200;Seca 2020;Area Rural-2;Atividade Economica Complementar;Pesca;6.1
1201;Seca 2012;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;0
1202;Cheia 2013;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;3.6
1203;Seca 2013;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;8.7
1204;Cheia 2014;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;0
1205;Seca 2014;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;6
1206;Cheia 2015;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;9.3
1207;Seca 2015;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;4.5
1208;Cheia 2016;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;0
1209;Seca 2016;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;0
1210;Cheia 2017;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;0
1211;Seca 2017;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;0
1212;Cheia 2018;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;0
1213;Seca 2018;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;2.4
1214;Cheia 2019;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;0
1215;Seca 2019;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;0
1216;Seca 2020;Area Rural-2;Atividade Economica Complementar;Aposentado / Pensionista;0
1217;Seca 2012;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1218;Cheia 2013;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1219;Seca 2013;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;6.5
1220;Cheia 2014;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;13.9
1221;Seca 2014;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;6
1222;Cheia 2015;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;2.3
1223;Seca 2015;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;13.6
1224;Cheia 2016;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;8.5
1225;Seca 2016;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1226;Cheia 2017;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1227;Seca 2017;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1228;Cheia 2018;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1229;Seca 2018;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;2.4
1230;Cheia 2019;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;2.9
1231;Seca 2019;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1232;Seca 2020;Area Rural-2;Atividade Economica Complementar;Servicos Gerais / Diarista;0
1233;Seca 2012;Area Rural-2;Atividade Economica Complementar;Outro;0
1234;Cheia 2013;Area Rural-2;Atividade Economica Complementar;Outro;7.1
1235;Seca 2013;Area Rural-2;Atividade Economica Complementar;Outro;2.2
1236;Cheia 2014;Area Rural-2;Atividade Economica Complementar;Outro;5.6
1237;Seca 2014;Area Rural-2;Atividade Economica Complementar;Outro;0
1238;Cheia 2015;Area Rural-2;Atividade Economica Complementar;Outro;0
1239;Seca 2015;Area Rural-2;Atividade Economica Complementar;Outro;6.8
1240;Cheia 2016;Area Rural-2;Atividade Economica Complementar;Outro;6.4
1241;Seca 2016;Area Rural-2;Atividade Economica Complementar;Outro;0
1242;Cheia 2017;Area Rural-2;Atividade Economica Complementar;Outro;8.9
1243;Seca 2017;Area Rural-2;Atividade Economica Complementar;Outro;2.1
1244;Cheia 2018;Area Rural-2;Atividade Economica Complementar;Outro;7
1245;Seca 2018;Area Rural-2;Atividade Economica Complementar;Outro;0
1246;Cheia 2019;Area Rural-2;Atividade Economica Complementar;Outro;2.9
1247;Seca 2019;Area Rural-2;Atividade Economica Complementar;Outro;3.7
1248;Seca 2020;Area Rural-2;Atividade Economica Complementar;Outro;0
1249;Seca 2012;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1250;Cheia 2013;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;6.1
1251;Seca 2013;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;13
1252;Cheia 2014;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1253;Seca 2014;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1254;Cheia 2015;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;2.9
1255;Seca 2015;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1256;Cheia 2016;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;4.3
1257;Seca 2016;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;1.7
1258;Cheia 2017;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;11.1
1259;Seca 2017;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;12.5
1260;Cheia 2018;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;18.2
1261;Seca 2018;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;5.5
1262;Cheia 2019;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;8.5
1263;Seca 2019;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;13.1
1264;Seca 2020;Area Urbana-1;Atividade Economica Complementar;Agricultura / Agropecuaria;3.3
1265;Seca 2012;Area Urbana-1;Atividade Economica Complementar;Pesca;3.7
1266;Cheia 2013;Area Urbana-1;Atividade Economica Complementar;Pesca;6.1
1267;Seca 2013;Area Urbana-1;Atividade Economica Complementar;Pesca;10.9
1268;Cheia 2014;Area Urbana-1;Atividade Economica Complementar;Pesca;8.9
1269;Seca 2014;Area Urbana-1;Atividade Economica Complementar;Pesca;9.8
1270;Cheia 2015;Area Urbana-1;Atividade Economica Complementar;Pesca;17.1
1271;Seca 2015;Area Urbana-1;Atividade Economica Complementar;Pesca;9.1
1272;Cheia 2016;Area Urbana-1;Atividade Economica Complementar;Pesca;4.3
1273;Seca 2016;Area Urbana-1;Atividade Economica Complementar;Pesca;3.4
1274;Cheia 2017;Area Urbana-1;Atividade Economica Complementar;Pesca;9.3
1275;Seca 2017;Area Urbana-1;Atividade Economica Complementar;Pesca;16.1
1276;Cheia 2018;Area Urbana-1;Atividade Economica Complementar;Pesca;5.5
1277;Seca 2018;Area Urbana-1;Atividade Economica Complementar;Pesca;7.3
1278;Cheia 2019;Area Urbana-1;Atividade Economica Complementar;Pesca;6.8
1279;Seca 2019;Area Urbana-1;Atividade Economica Complementar;Pesca;4.9
1280;Seca 2020;Area Urbana-1;Atividade Economica Complementar;Pesca;3.3
1281;Seca 2012;Area Urbana-1;Atividade Economica Complementar;Comercio;3.7
1282;Cheia 2013;Area Urbana-1;Atividade Economica Complementar;Comercio;6.1
1283;Seca 2013;Area Urbana-1;Atividade Economica Complementar;Comercio;0
1284;Cheia 2014;Area Urbana-1;Atividade Economica Complementar;Comercio;4.4
1285;Seca 2014;Area Urbana-1;Atividade Economica Complementar;Comercio;4.9
1286;Cheia 2015;Area Urbana-1;Atividade Economica Complementar;Comercio;0
1287;Seca 2015;Area Urbana-1;Atividade Economica Complementar;Comercio;2.3
1288;Cheia 2016;Area Urbana-1;Atividade Economica Complementar;Comercio;0
1289;Seca 2016;Area Urbana-1;Atividade Economica Complementar;Comercio;0
1290;Cheia 2017;Area Urbana-1;Atividade Economica Complementar;Comercio;1.9
1291;Seca 2017;Area Urbana-1;Atividade Economica Complementar;Comercio;0
1292;Cheia 2018;Area Urbana-1;Atividade Economica Complementar;Comercio;3.6
1293;Seca 2018;Area Urbana-1;Atividade Economica Complementar;Comercio;3.6
1294;Cheia 2019;Area Urbana-1;Atividade Economica Complementar;Comercio;3.4
1295;Seca 2019;Area Urbana-1;Atividade Economica Complementar;Comercio;1.6
1296;Seca 2020;Area Urbana-1;Atividade Economica Complementar;Comercio;1.6
1297;Seca 2012;Area Urbana-1;Atividade Economica Complementar;Garimpo;1.9
1298;Cheia 2013;Area Urbana-1;Atividade Economica Complementar;Garimpo;6.1
1299;Seca 2013;Area Urbana-1;Atividade Economica Complementar;Garimpo;2.2
1300;Cheia 2014;Area Urbana-1;Atividade Economica Complementar;Garimpo;8.9
1301;Seca 2014;Area Urbana-1;Atividade Economica Complementar;Garimpo;2.4
1302;Cheia 2015;Area Urbana-1;Atividade Economica Complementar;Garimpo;5.7
1303;Seca 2015;Area Urbana-1;Atividade Economica Complementar;Garimpo;0
1304;Cheia 2016;Area Urbana-1;Atividade Economica Complementar;Garimpo;0
1305;Seca 2016;Area Urbana-1;Atividade Economica Complementar;Garimpo;0
1306;Cheia 2017;Area Urbana-1;Atividade Economica Complementar;Garimpo;1.9
1307;Seca 2017;Area Urbana-1;Atividade Economica Complementar;Garimpo;5.4
1308;Cheia 2018;Area Urbana-1;Atividade Economica Complementar;Garimpo;3.6
1309;Seca 2018;Area Urbana-1;Atividade Economica Complementar;Garimpo;0
1310;Cheia 2019;Area Urbana-1;Atividade Economica Complementar;Garimpo;3.4
1311;Seca 2019;Area Urbana-1;Atividade Economica Complementar;Garimpo;8.2
1312;Seca 2020;Area Urbana-1;Atividade Economica Complementar;Garimpo;3.3
1313;Seca 2012;Area Urbana-1;Atividade Economica Complementar;Outro;1.9
1314;Cheia 2013;Area Urbana-1;Atividade Economica Complementar;Outro;4.1
1315;Seca 2013;Area Urbana-1;Atividade Economica Complementar;Outro;0
1316;Cheia 2014;Area Urbana-1;Atividade Economica Complementar;Outro;2.2
1317;Seca 2014;Area Urbana-1;Atividade Economica Complementar;Outro;2.4
1318;Cheia 2015;Area Urbana-1;Atividade Economica Complementar;Outro;0
1319;Seca 2015;Area Urbana-1;Atividade Economica Complementar;Outro;4.5
1320;Cheia 2016;Area Urbana-1;Atividade Economica Complementar;Outro;0
1321;Seca 2016;Area Urbana-1;Atividade Economica Complementar;Outro;1.7
1322;Cheia 2017;Area Urbana-1;Atividade Economica Complementar;Outro;1.9
1323;Seca 2017;Area Urbana-1;Atividade Economica Complementar;Outro;7.1
1324;Cheia 2018;Area Urbana-1;Atividade Economica Complementar;Outro;0
1325;Seca 2018;Area Urbana-1;Atividade Economica Complementar;Outro;7.3
1326;Cheia 2019;Area Urbana-1;Atividade Economica Complementar;Outro;3.4
1327;Seca 2019;Area Urbana-1;Atividade Economica Complementar;Outro;4.9
1328;Seca 2020;Area Urbana-1;Atividade Economica Complementar;Outro;3.3
1329;Seca 2012;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;2.2
1330;Cheia 2013;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;2.7
1331;Seca 2013;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1332;Cheia 2014;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1333;Seca 2014;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1334;Cheia 2015;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1335;Seca 2015;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;2.7
1336;Cheia 2016;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1337;Seca 2016;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1338;Cheia 2017;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1339;Seca 2017;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;3.1
1340;Cheia 2018;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;1.5
1341;Seca 2018;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;4.5
1342;Cheia 2019;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;1.5
1343;Seca 2019;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;5.1
1344;Seca 2020;Area Urbana-2;Atividade Economica Complementar;Agricultura / Agropecuaria;0
1345;Seca 2012;Area Urbana-2;Atividade Economica Complementar;Pesca;0
1346;Cheia 2013;Area Urbana-2;Atividade Economica Complementar;Pesca;6.8
1347;Seca 2013;Area Urbana-2;Atividade Economica Complementar;Pesca;6
1348;Cheia 2014;Area Urbana-2;Atividade Economica Complementar;Pesca;1.4
1349;Seca 2014;Area Urbana-2;Atividade Economica Complementar;Pesca;0
1350;Cheia 2015;Area Urbana-2;Atividade Economica Complementar;Pesca;1.4
1351;Seca 2015;Area Urbana-2;Atividade Economica Complementar;Pesca;0
1352;Cheia 2016;Area Urbana-2;Atividade Economica Complementar;Pesca;1.3
1353;Seca 2016;Area Urbana-2;Atividade Economica Complementar;Pesca;0
1354;Cheia 2017;Area Urbana-2;Atividade Economica Complementar;Pesca;3.1
1355;Seca 2017;Area Urbana-2;Atividade Economica Complementar;Pesca;3.1
1356;Cheia 2018;Area Urbana-2;Atividade Economica Complementar;Pesca;9.2
